date_created_utc,elapsed,creator,creator_url,version,os,question_id,question_url,question_title,question_content,assignee,assignee_url
2026-09-01 00:06,5d 19h,susanw12979,https://support.mozilla.org/en-US/user/susanw12979/,22.0,Android,1601432,https://support.mozilla.org/questions/1601432,Message body of certain email is empty,"I use a mail forwarding service, Fastmail, used to be Pobox. The entire body of the message is visible in fastmail, if I log in directly to fastmail. I have my fastmail account set to forward messages to a Gmail account, which is linked to my mobile Thunderbird app. The message header appears in that Thunderbird Inbox, but the body is empty. I have checked the message size limits in fastmail, gmail, and  the Thunderbird app. They are all at least 10Mb. The particular message is only 3.7 Mb total according to details on fastmail. Also not forwarding as attachment  Where is the message body? Thank you for any suggestions. ",,
2026-09-03 15:10,3d 4h,mhdsd78,https://support.mozilla.org/en-US/user/mhdsd78/,22.0,Android,1601974,https://support.mozilla.org/questions/1601974,Push notifications delayed when inboxes are unified.,"Hi, When my inboxes are unified I see notifications get delay, and When I turned them back to individual inbox view I see notifications delivered at standard interval.. I'm on Android, simply configured Gmail and outlook for Thunderbird.. Sometimes i get delayed notifications - don't know why ?? Sometimes say Microsoft incoming server fetched failed - like that similar it says... How can I get the notifications at right time.. What would be the settings i should make.. Lately I found that each folder should be configured like [sync to be off] [push to be enable].. I've done that... What else in that menu we should make on/off . [attached screenshot] I just thiught to have email notification delivered on right time. ",,
