period,dim,value,count
2026-04,tb_version_major,115,19
2026-05,tb_version_major,115,23
2026-06,tb_version_major,115,26
2026-07,tb_version_major,115,3
2026-02,tb_version_major,128,3
2026-03,tb_version_major,128,6
2026-04,tb_version_major,128,4
2026-05,tb_version_major,128,5
2026-06,tb_version_major,128,3
2026-04,tb_version_major,137,1
2026-04,tb_version_major,139,1
2026-06,tb_version_major,139,1
2026-01,tb_version_major,140,1
2026-02,tb_version_major,140,92
2026-03,tb_version_major,140,111
2026-04,tb_version_major,140,172
2026-05,tb_version_major,140,205
2026-06,tb_version_major,140,179
2026-07,tb_version_major,140,25
2026-06,tb_version_major,141,1
2025-08,tb_version_major,142,1
2026-03,tb_version_major,142,2
2026-05,tb_version_major,142,1
2026-06,tb_version_major,142,1
2026-02,tb_version_major,143,1
2026-03,tb_version_major,143,1
2026-04,tb_version_major,143,1
2026-06,tb_version_major,143,2
2026-03,tb_version_major,144,1
2026-05,tb_version_major,144,1
2026-06,tb_version_major,144,1
2026-03,tb_version_major,145,3
2026-06,tb_version_major,145,1
2026-02,tb_version_major,146,1
2026-03,tb_version_major,146,3
2026-04,tb_version_major,146,1
2026-05,tb_version_major,146,2
2026-06,tb_version_major,146,3
2026-02,tb_version_major,147,92
2026-03,tb_version_major,147,19
2026-04,tb_version_major,147,4
2026-05,tb_version_major,147,2
2026-06,tb_version_major,147,2
2026-02,tb_version_major,148,57
2026-03,tb_version_major,148,169
2026-04,tb_version_major,148,7
2026-05,tb_version_major,148,1
2026-06,tb_version_major,148,2
2026-07,tb_version_major,148,1
2026-02,tb_version_major,149,2
2026-03,tb_version_major,149,44
2026-04,tb_version_major,149,233
2026-05,tb_version_major,149,17
2026-06,tb_version_major,149,11
2026-07,tb_version_major,149,2
2026-04,tb_version_major,150,107
2026-05,tb_version_major,150,274
2026-06,tb_version_major,150,17
2026-07,tb_version_major,150,2
2026-04,tb_version_major,151,1
2026-05,tb_version_major,151,136
2026-06,tb_version_major,151,189
2026-04,tb_version_major,152,1
2026-05,tb_version_major,152,1
2026-06,tb_version_major,152,158
2026-07,tb_version_major,152,45
2026-05,tb_version_major,153,1
2026-06,tb_version_major,153,3
2026-07,tb_version_major,153,2
2026-02,tb_version_major,155,1
2026-06,tb_version_major,156,1
2026-05,tb_version_major,159,1
2024-08,total,all,1775
2024-09,total,all,1606
2024-10,total,all,1759
2024-11,total,all,1628
2024-12,total,all,1443
2025-01,total,all,1701
2025-02,total,all,1354
2025-03,total,all,1221
2025-04,total,all,1173
2025-05,total,all,1135
2025-06,total,all,1048
2025-07,total,all,1436
2025-08,total,all,1525
2025-09,total,all,1296
2025-10,total,all,1236
2025-11,total,all,1065
2025-12,total,all,981
2026-01,total,all,922
2026-02,total,all,975
2026-03,total,all,937
2026-04,total,all,759
2026-05,total,all,812
2026-06,total,all,724
2026-07,total,all,94
